GapStart,GapEnd,DurationMinutes
2014-06-25 10:05,2014-06-25 10:07,2
2014-06-25 10:12,2014-06-25 10:14,2
2014-06-25 10:15,2014-06-25 10:17,2
2014-06-25 10:22,2014-06-25 10:24,2
2014-06-25 10:25,2014-06-25 10:27,2
2014-06-25 10:32,2014-06-25 10:34,2
2014-06-25 10:35,2014-06-25 10:37,2
2014-06-25 10:42,2014-06-25 10:44,2
2014-06-25 10:45,2014-06-25 10:47,2
2014-06-25 10:49,2014-06-25 10:51,2
2014-06-25 10:52,2014-06-25 10:54,2
2014-06-25 10:59,2014-06-25 11:01,2
2014-06-25 11:02,2014-06-25 11:04,2
2014-06-25 11:09,2014-06-25 11:11,2
2014-06-25 11:12,2014-06-25 11:14,2
2014-06-25 11:19,2014-06-25 11:21,2
2014-06-25 11:22,2014-06-25 11:24,2
2014-06-25 11:29,2014-06-25 11:31,2
2014-06-25 11:32,2014-06-25 11:34,2
2014-06-25 11:39,2014-06-25 11:41,2
2014-06-25 11:42,2014-06-25 11:44,2
2014-06-25 11:49,2014-06-25 11:51,2
2014-06-25 11:52,2014-06-25 11:54,2
2014-06-25 11:56,2014-06-25 11:58,2
2014-06-25 11:59,2014-06-25 12:01,2
2014-06-25 12:02,2014-06-25 12:04,2
2014-06-25 12:06,2014-06-25 12:08,2
2014-06-25 12:09,2014-06-25 12:11,2
2014-06-25 12:16,2014-06-25 12:18,2
2014-06-25 12:19,2014-06-25 12:21,2
2014-06-25 12:26,2014-06-25 12:28,2
2014-06-25 12:29,2014-06-25 12:31,2
2014-06-25 12:36,2014-06-25 12:38,2
2014-06-25 12:39,2014-06-25 12:41,2
2014-06-25 12:46,2014-06-25 12:48,2
2014-06-25 12:49,2014-06-25 12:51,2
2014-06-25 12:56,2014-06-25 12:58,2
2014-06-25 12:59,2014-06-25 13:01,2
2014-06-25 13:06,2014-06-25 13:08,2
2014-06-25 13:09,2014-06-25 13:11,2
2014-06-25 13:13,2014-06-25 13:15,2
2014-06-25 13:16,2014-06-25 13:18,2
2014-06-25 13:19,2014-06-25 13:21,2
2014-06-25 13:23,2014-06-25 13:25,2
2014-06-25 13:26,2014-06-25 13:28,2
2014-06-25 13:33,2014-06-25 13:35,2
2014-06-25 13:36,2014-06-25 13:38,2
2014-06-25 13:43,2014-06-25 13:45,2
2014-06-25 13:46,2014-06-25 13:48,2
2014-06-25 13:53,2014-06-25 13:55,2
2014-06-25 13:56,2014-06-25 13:58,2
2014-06-25 14:03,2014-06-25 14:05,2
2014-06-25 14:06,2014-06-25 14:08,2
2014-06-25 14:13,2014-06-25 14:15,2
2014-06-25 14:16,2014-06-25 14:18,2
2014-06-25 14:23,2014-06-25 14:25,2
2014-06-25 14:26,2014-06-25 14:28,2
2014-06-25 14:30,2014-06-25 14:32,2
2014-06-25 14:33,2014-06-25 14:35,2
2014-06-25 14:40,2014-06-25 14:42,2
2014-06-25 14:43,2014-06-25 14:45,2
2014-06-25 14:50,2014-06-25 14:52,2
2014-06-25 14:53,2014-06-25 14:55,2
2014-06-25 15:00,2014-06-25 15:02,2
2014-06-25 15:03,2014-06-25 15:05,2
2014-06-25 15:10,2014-06-25 15:12,2
2014-06-25 15:13,2014-06-25 15:15,2
2014-06-25 15:20,2014-06-25 15:22,2
2014-06-25 15:23,2014-06-25 15:25,2
2014-06-25 15:30,2014-06-25 15:32,2
2014-06-25 15:33,2014-06-25 15:35,2
2014-06-25 15:37,2014-06-25 15:39,2
2014-06-25 15:40,2014-06-25 15:42,2
2014-06-25 15:47,2014-06-25 15:49,2
2014-06-25 15:50,2014-06-25 15:52,2
2014-06-25 15:57,2014-06-25 15:59,2
2014-06-25 16:00,2014-06-25 16:02,2
2014-06-25 16:07,2014-06-25 16:09,2
2014-06-25 16:10,2014-06-25 16:12,2
2014-06-25 16:17,2014-06-25 16:19,2
2014-06-25 16:20,2014-06-25 16:22,2
2014-06-25 16:27,2014-06-25 16:29,2
2014-06-25 16:30,2014-06-25 16:32,2
2014-06-25 16:37,2014-06-25 16:39,2
2014-06-25 16:40,2014-06-25 16:42,2
2014-06-25 16:44,2014-06-25 16:46,2
2014-06-25 16:47,2014-06-25 16:49,2
2014-06-25 16:50,2014-06-25 16:52,2
2014-06-25 16:54,2014-06-25 16:56,2
2014-06-25 16:57,2014-06-25 16:59,2
2014-06-25 17:04,2014-06-25 17:06,2
2014-06-25 17:07,2014-06-25 17:09,2
2014-06-25 17:14,2014-06-25 17:16,2
2014-06-25 17:17,2014-06-25 17:19,2
2014-06-25 17:24,2014-06-25 17:26,2
2014-06-25 17:27,2014-06-25 17:29,2
2014-06-25 17:34,2014-06-25 17:36,2
2014-06-25 17:37,2014-06-25 17:39,2
2014-06-25 17:44,2014-06-25 17:46,2
2014-06-25 17:47,2014-06-25 17:49,2
2014-06-25 17:54,2014-06-25 17:56,2
2014-06-25 17:57,2014-06-25 17:59,2
2014-06-25 18:01,2014-06-25 18:03,2
2014-06-25 18:04,2014-06-25 18:06,2
2014-06-25 18:07,2014-06-25 18:09,2
2014-06-25 18:11,2014-06-25 18:13,2
2014-06-25 18:14,2014-06-25 18:16,2
2014-06-25 18:21,2014-06-25 18:23,2
2014-06-25 18:24,2014-06-25 18:26,2
2014-06-25 18:31,2014-06-25 18:33,2
2014-06-25 18:34,2014-06-25 18:36,2
2014-06-25 18:41,2014-06-25 18:43,2
2014-06-25 18:44,2014-06-25 18:46,2
2014-06-25 18:51,2014-06-25 18:53,2
2014-06-25 18:54,2014-06-25 18:56,2
2014-06-25 19:01,2014-06-25 19:03,2
2014-06-25 19:04,2014-06-25 19:06,2
2014-06-25 19:11,2014-06-25 19:13,2
2014-06-25 19:14,2014-06-25 19:16,2
2014-06-25 19:18,2014-06-25 19:20,2
2014-06-25 19:20,2014-06-25 19:34,14
2014-06-25 19:36,2014-06-25 19:38,2
2014-06-25 19:39,2014-06-25 19:41,2
2014-06-25 19:43,2014-06-25 19:45,2
2014-06-25 19:46,2014-06-25 19:48,2
2014-06-25 19:49,2014-06-25 19:51,2
2014-06-25 19:53,2014-06-25 19:55,2
2014-06-25 19:56,2014-06-25 19:58,2
2014-06-25 19:59,2014-06-25 20:01,2
2014-06-25 20:03,2014-06-25 20:05,2
2014-06-25 20:06,2014-06-25 20:08,2
2014-06-25 20:09,2014-06-25 20:11,2
2014-06-25 20:13,2014-06-25 20:15,2
2014-06-25 20:16,2014-06-25 20:18,2
2014-06-25 20:19,2014-06-25 20:21,2
2014-06-25 20:23,2014-06-25 20:25,2
2014-06-25 20:26,2014-06-25 20:28,2
2014-06-25 20:29,2014-06-25 20:31,2
2014-06-25 20:33,2014-06-25 20:35,2
2014-06-25 20:36,2014-06-25 20:38,2
2014-06-25 20:43,2014-06-25 20:45,2
2014-06-25 20:46,2014-06-25 20:48,2
2014-06-25 20:53,2014-06-25 20:55,2
2014-06-25 20:56,2014-06-25 20:58,2
2014-06-25 21:00,2014-06-25 21:02,2
2014-06-25 21:03,2014-06-25 21:05,2
2014-06-25 21:06,2014-06-25 21:08,2
2014-06-25 21:10,2014-06-25 21:12,2
2014-06-25 21:13,2014-06-25 21:15,2
2014-06-25 21:16,2014-06-25 21:18,2
2014-06-25 21:20,2014-06-25 21:22,2
2014-06-25 21:23,2014-06-25 21:25,2
2014-06-25 21:26,2014-06-25 21:28,2
2014-06-25 21:30,2014-06-25 21:32,2
2014-06-25 21:33,2014-06-25 21:35,2
2014-06-25 21:36,2014-06-25 21:38,2
2014-06-25 21:40,2014-06-25 21:42,2
2014-06-25 21:43,2014-06-25 21:45,2
2014-06-25 21:46,2014-06-25 21:48,2
2014-06-25 21:50,2014-06-25 21:52,2
2014-06-25 21:53,2014-06-25 21:55,2
2014-06-25 22:00,2014-06-25 22:02,2
2014-06-25 22:03,2014-06-25 22:05,2
2014-06-25 22:10,2014-06-25 22:12,2
2014-06-25 22:13,2014-06-25 22:15,2
2014-06-25 22:20,2014-06-25 22:22,2
2014-06-25 22:23,2014-06-25 22:25,2
2014-06-25 22:27,2014-06-25 22:29,2
2014-06-25 22:30,2014-06-25 22:32,2
2014-06-25 22:33,2014-06-25 22:35,2
2014-06-25 22:37,2014-06-25 22:39,2
2014-06-25 22:40,2014-06-25 22:42,2
2014-06-25 22:43,2014-06-25 22:45,2
2014-06-25 22:47,2014-06-25 22:49,2
2014-06-25 22:50,2014-06-25 22:52,2
2014-06-25 22:53,2014-06-25 22:55,2
2014-06-25 22:57,2014-06-25 22:59,2
2014-06-25 23:00,2014-06-25 23:02,2
2014-06-25 23:03,2014-06-25 23:05,2
2014-06-25 23:07,2014-06-25 23:09,2
2014-06-25 23:10,2014-06-25 23:12,2
2014-06-25 23:17,2014-06-25 23:19,2
2014-06-25 23:20,2014-06-25 23:22,2
2014-06-25 23:27,2014-06-25 23:29,2
2014-06-25 23:30,2014-06-25 23:32,2
2014-06-25 23:34,2014-06-25 23:36,2
2014-06-25 23:37,2014-06-25 23:39,2
2014-06-25 23:40,2014-06-25 23:42,2
2014-06-25 23:44,2014-06-25 23:46,2
2014-06-25 23:47,2014-06-25 23:49,2
2014-06-25 23:50,2014-06-25 23:52,2
2014-06-25 23:54,2014-06-25 23:56,2
2014-06-25 23:57,2014-06-25 23:59,2
2014-06-26 00:00,2014-06-26 00:02,2
2014-06-26 00:04,2014-06-26 00:06,2
2014-06-26 00:07,2014-06-26 00:09,2
2014-06-26 00:10,2014-06-26 00:12,2
2014-06-26 00:14,2014-06-26 00:16,2
2014-06-26 00:17,2014-06-26 00:19,2
2014-06-26 00:20,2014-06-26 00:22,2
2014-06-26 00:24,2014-06-26 00:26,2
2014-06-26 00:27,2014-06-26 00:29,2
2014-06-26 00:34,2014-06-26 00:36,2
2014-06-26 00:37,2014-06-26 00:39,2
2014-06-26 00:44,2014-06-26 00:46,2
2014-06-26 00:47,2014-06-26 00:49,2
2014-06-26 00:51,2014-06-26 00:53,2
2014-06-26 00:54,2014-06-26 00:56,2
2014-06-26 00:57,2014-06-26 00:59,2
2014-06-26 01:01,2014-06-26 01:03,2
2014-06-26 01:04,2014-06-26 01:06,2
2014-06-26 01:07,2014-06-26 01:09,2
2014-06-26 01:11,2014-06-26 01:13,2
2014-06-26 01:14,2014-06-26 01:16,2
2014-06-26 01:17,2014-06-26 01:19,2
2014-06-26 01:21,2014-06-26 01:23,2
2014-06-26 01:24,2014-06-26 01:26,2
2014-06-26 01:27,2014-06-26 01:29,2
2014-06-26 01:31,2014-06-26 01:33,2
2014-06-26 01:34,2014-06-26 01:36,2
2014-06-26 01:37,2014-06-26 01:39,2
2014-06-26 01:41,2014-06-26 01:43,2
2014-06-26 01:44,2014-06-26 01:46,2
2014-06-26 01:51,2014-06-26 01:53,2
2014-06-26 01:54,2014-06-26 01:56,2
2014-06-26 02:01,2014-06-26 02:03,2
2014-06-26 02:04,2014-06-26 02:06,2
2014-06-26 02:08,2014-06-26 02:10,2
2014-06-26 02:11,2014-06-26 02:13,2
2014-06-26 02:14,2014-06-26 02:16,2
2014-06-26 02:18,2014-06-26 02:20,2
2014-06-26 02:21,2014-06-26 02:23,2
2014-06-26 02:24,2014-06-26 02:26,2
2014-06-26 02:28,2014-06-26 02:30,2
2014-06-26 02:31,2014-06-26 02:33,2
2014-06-26 02:34,2014-06-26 02:36,2
2014-06-26 02:38,2014-06-26 02:40,2
2014-06-26 02:41,2014-06-26 02:43,2
2014-06-26 02:44,2014-06-26 02:46,2
2014-06-26 02:48,2014-06-26 02:50,2
2014-06-26 02:51,2014-06-26 02:53,2
2014-06-26 02:54,2014-06-26 02:56,2
2014-06-26 02:58,2014-06-26 03:00,2
2014-06-26 03:01,2014-06-26 03:03,2
2014-06-26 03:08,2014-06-26 03:10,2
2014-06-26 03:11,2014-06-26 03:13,2
2014-06-26 03:18,2014-06-26 03:20,2
2014-06-26 03:21,2014-06-26 03:23,2
2014-06-26 03:25,2014-06-26 03:27,2
2014-06-26 03:28,2014-06-26 03:30,2
2014-06-26 03:31,2014-06-26 03:33,2
2014-06-26 03:35,2014-06-26 03:37,2
2014-06-26 03:38,2014-06-26 03:40,2
2014-06-26 03:41,2014-06-26 03:43,2
2014-06-26 03:45,2014-06-26 03:47,2
2014-06-26 03:48,2014-06-26 03:50,2
2014-06-26 03:51,2014-06-26 03:53,2
2014-06-26 03:55,2014-06-26 03:57,2
2014-06-26 03:58,2014-06-26 04:00,2
2014-06-26 04:01,2014-06-26 04:03,2
2014-06-26 04:05,2014-06-26 04:07,2
2014-06-26 04:08,2014-06-26 04:10,2
2014-06-26 04:15,2014-06-26 04:17,2
2014-06-26 04:18,2014-06-26 04:20,2
2014-06-26 04:25,2014-06-26 04:27,2
2014-06-26 04:28,2014-06-26 04:30,2
2014-06-26 04:32,2014-06-26 04:34,2
2014-06-26 04:35,2014-06-26 04:37,2
2014-06-26 04:38,2014-06-26 04:40,2
2014-06-26 04:42,2014-06-26 04:44,2
2014-06-26 04:45,2014-06-26 04:47,2
2014-06-26 04:48,2014-06-26 04:50,2
2014-06-26 04:52,2014-06-26 04:54,2
2014-06-26 04:55,2014-06-26 04:57,2
2014-06-26 04:58,2014-06-26 05:00,2
2014-06-26 05:02,2014-06-26 05:04,2
2014-06-26 05:05,2014-06-26 05:07,2
2014-06-26 05:08,2014-06-26 05:10,2
2014-06-26 05:12,2014-06-26 05:14,2
2014-06-26 05:15,2014-06-26 05:17,2
2014-06-26 05:18,2014-06-26 05:20,2
2014-06-26 05:22,2014-06-26 05:24,2
2014-06-26 05:25,2014-06-26 05:27,2
2014-06-26 05:32,2014-06-26 05:34,2
2014-06-26 05:35,2014-06-26 05:37,2
2014-06-26 05:42,2014-06-26 05:44,2
2014-06-26 05:45,2014-06-26 05:47,2
2014-06-26 05:49,2014-06-26 05:51,2
2014-06-26 05:52,2014-06-26 05:54,2
2014-06-26 05:55,2014-06-26 05:57,2
2014-06-26 05:59,2014-06-26 06:01,2
2014-06-26 06:02,2014-06-26 06:04,2
2014-06-26 06:05,2014-06-26 06:07,2
2014-06-26 06:09,2014-06-26 06:11,2
2014-06-26 06:12,2014-06-26 06:14,2
2014-06-26 06:15,2014-06-26 06:17,2
2014-06-26 06:19,2014-06-26 06:21,2
2014-06-26 06:22,2014-06-26 06:24,2
2014-06-26 06:25,2014-06-26 06:27,2
2014-06-26 06:29,2014-06-26 06:31,2
2014-06-26 06:32,2014-06-26 06:34,2
2014-06-26 06:39,2014-06-26 06:41,2
2014-06-26 06:42,2014-06-26 06:44,2
2014-06-26 06:49,2014-06-26 06:51,2
2014-06-26 06:52,2014-06-26 06:54,2
2014-06-26 06:56,2014-06-26 06:58,2
2014-06-26 06:59,2014-06-26 07:01,2
2014-06-26 07:02,2014-06-26 07:04,2
2014-06-26 07:06,2014-06-26 07:08,2
2014-06-26 07:09,2014-06-26 07:11,2
2014-06-26 07:12,2014-06-26 07:14,2
2014-06-26 07:16,2014-06-26 07:18,2
2014-06-26 07:19,2014-06-26 07:21,2
2014-06-26 07:22,2014-06-26 07:24,2
2014-06-26 07:26,2014-06-26 07:28,2
2014-06-26 07:29,2014-06-26 07:31,2
2014-06-26 07:31,2014-06-29 11:24,4553
2014-06-29 11:26,2014-06-29 11:28,2
2014-06-29 11:29,2014-06-29 11:31,2
2014-06-29 11:32,2014-06-29 11:34,2
2014-06-29 11:36,2014-06-29 11:38,2
2014-06-29 11:39,2014-06-29 11:41,2
2014-06-29 11:42,2014-06-29 11:44,2
2014-06-29 11:46,2014-06-29 11:48,2
2014-06-29 11:53,2014-06-29 12:43,50
2014-07-01 07:02,2014-07-01 07:59,57
2014-07-02 10:44,2014-07-02 10:46,2
2014-07-02 20:48,2014-07-02 21:03,15
2014-07-02 21:11,2014-07-02 21:13,2
2014-07-02 21:51,2014-07-02 21:53,2
2014-07-02 22:01,2014-07-02 22:03,2
2014-07-02 22:11,2014-07-02 22:13,2
2014-07-02 23:18,2014-07-02 23:20,2
2014-07-02 23:28,2014-07-02 23:30,2
2014-07-02 23:38,2014-07-02 23:40,2
2014-07-03 00:45,2014-07-03 00:47,2
2014-07-03 00:55,2014-07-03 00:57,2
2014-07-03 01:05,2014-07-03 01:07,2
2014-07-03 02:02,2014-07-03 02:04,2
2014-07-03 02:12,2014-07-03 02:14,2
2014-07-03 02:22,2014-07-03 02:24,2
2014-07-03 02:32,2014-07-03 02:34,2
2014-07-03 03:29,2014-07-03 03:31,2
2014-07-03 03:39,2014-07-03 03:41,2
2014-07-03 03:49,2014-07-03 03:51,2
2014-07-03 04:46,2014-07-03 04:48,2
2014-07-03 04:56,2014-07-03 04:58,2
2014-07-03 05:06,2014-07-03 05:08,2
2014-07-03 06:43,2014-07-03 06:45,2
2014-07-03 07:26,2014-07-03 07:28,2
2014-07-03 07:36,2014-07-03 07:38,2
2014-07-03 08:23,2014-07-03 08:25,2
2014-07-03 08:33,2014-07-03 08:35,2
2014-07-03 08:53,2014-07-03 08:55,2
2014-07-03 09:03,2014-07-03 09:05,2
2014-07-03 09:13,2014-07-03 09:15,2
2014-07-03 09:23,2014-07-03 09:25,2
2014-07-03 09:33,2014-07-03 09:35,2
2014-07-03 09:43,2014-07-03 09:45,2
2014-07-03 09:53,2014-07-03 09:55,2
2014-07-03 10:03,2014-07-03 10:05,2
2014-07-03 10:13,2014-07-03 10:15,2
2014-07-03 10:23,2014-07-03 10:25,2
2014-07-03 10:33,2014-07-03 10:35,2
2014-07-03 10:43,2014-07-03 10:45,2
2014-07-03 10:53,2014-07-03 10:55,2
2014-07-03 11:03,2014-07-03 11:05,2
2014-07-03 11:13,2014-07-03 11:15,2
2014-07-03 11:23,2014-07-03 11:25,2
2014-07-03 11:33,2014-07-03 11:35,2
2014-07-03 11:43,2014-07-03 11:45,2
2014-07-03 12:00,2014-07-03 12:02,2
2014-07-03 12:10,2014-07-03 12:12,2
2014-07-03 12:20,2014-07-03 12:22,2
2014-07-03 12:30,2014-07-03 12:32,2
2014-07-03 12:40,2014-07-03 12:42,2
2014-07-03 12:53,2014-07-03 12:55,2
2014-07-03 13:03,2014-07-03 13:05,2
2014-07-03 13:13,2014-07-03 13:15,2
2014-07-03 13:23,2014-07-03 13:25,2
2014-07-03 13:33,2014-07-03 13:35,2
2014-07-03 13:43,2014-07-03 13:45,2
2014-07-03 13:53,2014-07-03 13:55,2
2014-07-03 14:00,2014-07-03 14:02,2
2014-07-03 14:16,2014-07-03 14:18,2
2014-07-03 14:26,2014-07-03 14:28,2
2014-07-03 14:43,2014-07-03 14:45,2
2014-07-03 14:53,2014-07-03 14:55,2
2014-07-03 15:03,2014-07-03 15:05,2
2014-07-03 15:13,2014-07-03 15:15,2
2014-07-03 15:23,2014-07-03 15:25,2
2014-07-03 15:33,2014-07-03 15:35,2
2014-07-03 15:43,2014-07-03 15:45,2
2014-07-03 15:53,2014-07-03 15:55,2
2014-07-03 16:03,2014-07-03 16:05,2
2014-07-03 16:13,2014-07-03 16:15,2
2014-07-03 16:23,2014-07-03 16:25,2
2014-07-03 16:33,2014-07-03 16:35,2
2014-07-03 16:43,2014-07-03 16:45,2
2014-07-03 16:53,2014-07-03 16:55,2
2014-07-03 17:03,2014-07-03 17:05,2
2014-07-03 17:13,2014-07-03 17:15,2
2014-07-03 17:23,2014-07-03 17:25,2
2014-07-03 17:33,2014-07-03 17:35,2
2014-07-03 17:43,2014-07-03 17:45,2
2014-07-03 18:00,2014-07-03 18:02,2
2014-07-03 18:10,2014-07-03 18:12,2
2014-07-03 18:20,2014-07-03 18:22,2
2014-07-03 18:30,2014-07-03 18:32,2
2014-07-03 18:40,2014-07-03 18:42,2
2014-07-03 18:50,2014-07-03 18:52,2
2014-07-03 19:07,2014-07-03 19:09,2
2014-07-03 19:17,2014-07-03 19:19,2
2014-07-03 19:27,2014-07-03 19:29,2
2014-07-03 19:37,2014-07-03 19:39,2
2014-07-03 19:47,2014-07-03 19:49,2
2014-07-03 19:57,2014-07-03 19:59,2
2014-07-03 20:07,2014-07-03 20:09,2
2014-07-03 20:17,2014-07-03 20:19,2
2014-07-03 20:27,2014-07-03 20:29,2
2014-07-03 20:37,2014-07-03 20:39,2
2014-07-03 20:47,2014-07-03 20:49,2
2014-07-03 20:57,2014-07-03 20:59,2
2014-07-03 21:14,2014-07-03 21:16,2
2014-07-03 21:24,2014-07-03 21:26,2
2014-07-03 21:34,2014-07-03 21:36,2
2014-07-03 21:44,2014-07-03 21:46,2
2014-07-03 21:54,2014-07-03 21:56,2
2014-07-03 22:04,2014-07-03 22:06,2
2014-07-03 22:24,2014-07-03 22:26,2
2014-07-03 22:34,2014-07-03 22:36,2
2014-07-03 22:44,2014-07-03 22:46,2
2014-07-04 00:01,2014-07-04 00:03,2
2014-07-04 01:18,2014-07-04 01:20,2
2014-07-04 01:28,2014-07-04 01:30,2
2014-07-04 01:38,2014-07-04 01:40,2
2014-07-04 02:25,2014-07-04 02:27,2
2014-07-04 02:35,2014-07-04 02:37,2
2014-07-04 02:45,2014-07-04 02:47,2
2014-07-04 03:52,2014-07-04 03:54,2
2014-07-04 04:02,2014-07-04 04:04,2
2014-07-04 04:12,2014-07-04 04:14,2
2014-07-04 05:19,2014-07-04 05:21,2
2014-07-04 05:29,2014-07-04 05:31,2
2014-07-04 05:39,2014-07-04 05:41,2
2014-07-04 06:36,2014-07-04 06:38,2
2014-07-04 06:46,2014-07-04 06:48,2
2014-07-04 06:56,2014-07-04 06:58,2
2014-07-04 07:06,2014-07-04 07:08,2
2014-07-04 07:16,2014-07-04 07:18,2
2014-07-04 08:43,2014-07-04 08:45,2
2014-07-04 08:53,2014-07-04 08:55,2
2014-07-04 09:03,2014-07-04 09:05,2
2014-07-04 09:13,2014-07-04 09:15,2
2014-07-04 10:23,2014-07-04 10:25,2
2014-07-04 10:33,2014-07-04 10:35,2
2014-07-04 10:43,2014-07-04 10:45,2
2014-07-04 11:50,2014-07-04 11:52,2
2014-07-04 12:00,2014-07-04 12:02,2
2014-07-04 12:25,2014-07-04 12:44,19
2014-07-04 12:52,2014-07-04 12:54,2
2014-07-04 13:02,2014-07-04 13:04,2
2014-07-04 13:12,2014-07-04 13:14,2
2014-07-04 13:22,2014-07-04 13:24,2
2014-07-04 13:32,2014-07-04 13:34,2
2014-07-04 13:42,2014-07-04 13:44,2
2014-07-04 13:52,2014-07-04 13:54,2
2014-07-04 14:28,2014-07-04 14:30,2
2014-07-04 14:38,2014-07-04 14:40,2
2014-07-04 15:17,2014-07-04 15:19,2
2014-07-04 15:27,2014-07-04 15:29,2
2014-07-04 15:37,2014-07-04 15:39,2
2014-07-04 17:14,2014-07-04 17:16,2
2014-07-04 17:54,2014-07-04 17:56,2
2014-07-04 18:04,2014-07-04 18:06,2
2014-07-04 18:14,2014-07-04 18:16,2
2014-07-04 19:21,2014-07-04 19:23,2
2014-07-04 19:31,2014-07-04 19:33,2
2014-07-04 19:41,2014-07-04 19:43,2
2014-07-04 21:25,2014-07-04 21:27,2
2014-07-04 21:35,2014-07-04 21:37,2
2014-07-04 21:45,2014-07-04 21:47,2
2014-07-04 22:15,2014-07-04 22:17,2
2014-07-04 22:38,2014-07-04 22:40,2
2014-07-04 23:08,2014-07-04 23:10,2
2014-07-04 23:18,2014-07-04 23:20,2
2014-07-04 23:38,2014-07-04 23:40,2
2014-07-04 23:48,2014-07-04 23:50,2
2014-07-04 23:58,2014-07-05 00:00,2
2014-07-05 01:35,2014-07-05 01:37,2
2014-07-05 01:45,2014-07-05 01:47,2
2014-07-05 02:52,2014-07-05 02:54,2
2014-07-05 03:02,2014-07-05 03:04,2
2014-07-05 03:12,2014-07-05 03:14,2
2014-07-05 03:22,2014-07-05 03:24,2
2014-07-05 04:32,2014-07-05 04:34,2
2014-07-05 05:39,2014-07-05 05:41,2
2014-07-05 05:49,2014-07-05 05:51,2
2014-07-05 19:27,2014-07-05 19:29,2
2014-07-05 19:40,2014-07-05 19:42,2
2014-07-05 20:47,2014-07-05 20:49,2
2014-07-05 20:54,2014-07-05 20:56,2
2014-07-05 20:57,2014-07-05 20:59,2
2014-07-05 21:04,2014-07-05 21:06,2
2014-07-05 21:07,2014-07-05 21:09,2
2014-07-05 21:14,2014-07-05 21:16,2
